"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"12/01/2024 02:00:00 - 12/01/2024 03:00:00","BZN|CZ","Without Sequence","85.43","",""
"12/01/2024 03:00:00 - 12/01/2024 04:00:00","BZN|CZ","Without Sequence","84.92","",""
"12/01/2024 04:00:00 - 12/01/2024 05:00:00","BZN|CZ","Without Sequence","85.93","",""
"12/01/2024 05:00:00 - 12/01/2024 06:00:00","BZN|CZ","Without Sequence","89.34","",""
"12/01/2024 06:00:00 - 12/01/2024 07:00:00","BZN|CZ","Without Sequence","98.90","",""
"12/01/2024 07:00:00 - 12/01/2024 08:00:00","BZN|CZ","Without Sequence","120.00","",""
"12/01/2024 08:00:00 - 12/01/2024 09:00:00","BZN|CZ","Without Sequence","140.74","",""
"12/01/2024 09:00:00 - 12/01/2024 10:00:00","BZN|CZ","Without Sequence","134.96","",""
"12/01/2024 10:00:00 - 12/01/2024 11:00:00","BZN|CZ","Without Sequence","122.01","",""
"12/01/2024 11:00:00 - 12/01/2024 12:00:00","BZN|CZ","Without Sequence","114.73","",""
"12/01/2024 12:00:00 - 12/01/2024 13:00:00","BZN|CZ","Without Sequence","106.98","",""
"12/01/2024 13:00:00 - 12/01/2024 14:00:00","BZN|CZ","Without Sequence","103.08","",""
"12/01/2024 14:00:00 - 12/01/2024 15:00:00","BZN|CZ","Without Sequence","104.54","",""
"12/01/2024 15:00:00 - 12/01/2024 16:00:00","BZN|CZ","Without Sequence","110.00","",""
"12/01/2024 16:00:00 - 12/01/2024 17:00:00","BZN|CZ","Without Sequence","120.00","",""
"12/01/2024 17:00:00 - 12/01/2024 18:00:00","BZN|CZ","Without Sequence","127.50","",""
"12/01/2024 18:00:00 - 12/01/2024 19:00:00","BZN|CZ","Without Sequence","126.00","",""
"12/01/2024 19:00:00 - 12/01/2024 20:00:00","BZN|CZ","Without Sequence","119.47","",""
"12/01/2024 20:00:00 - 12/01/2024 21:00:00","BZN|CZ","Without Sequence","108.96","",""
"12/01/2024 21:00:00 - 12/01/2024 22:00:00","BZN|CZ","Without Sequence","99.19","",""
"12/01/2024 22:00:00 - 12/01/2024 23:00:00","BZN|CZ","Without Sequence","94.22","",""
"12/01/2024 23:00:00 - 13/01/2024 00:00:00","BZN|CZ","Without Sequence","85.67","",""
"13/01/2024 00:00:00 - 13/01/2024 01:00:00","BZN|CZ","Without Sequence","90.00","",""
"13/01/2024 01:00:00 - 13/01/2024 02:00:00","BZN|CZ","Without Sequence","84.73","",""
"13/01/2024 02:00:00 - 13/01/2024 03:00:00","BZN|CZ","Without Sequence","82.00","",""
"13/01/2024 03:00:00 - 13/01/2024 04:00:00","BZN|CZ","Without Sequence","78.47","",""
"13/01/2024 04:00:00 - 13/01/2024 05:00:00","BZN|CZ","Without Sequence","75.00","",""
"13/01/2024 05:00:00 - 13/01/2024 06:00:00","BZN|CZ","Without Sequence","74.85","",""
"13/01/2024 06:00:00 - 13/01/2024 07:00:00","BZN|CZ","Without Sequence","76.76","",""
"13/01/2024 07:00:00 - 13/01/2024 08:00:00","BZN|CZ","Without Sequence","82.40","",""
"13/01/2024 08:00:00 - 13/01/2024 09:00:00","BZN|CZ","Without Sequence","89.08","",""
"13/01/2024 09:00:00 - 13/01/2024 10:00:00","BZN|CZ","Without Sequence","82.46","",""
"13/01/2024 10:00:00 - 13/01/2024 11:00:00","BZN|CZ","Without Sequence","80.00","",""
"13/01/2024 11:00:00 - 13/01/2024 12:00:00","BZN|CZ","Without Sequence","75.13","",""
"13/01/2024 12:00:00 - 13/01/2024 13:00:00","BZN|CZ","Without Sequence","70.96","",""
"13/01/2024 13:00:00 - 13/01/2024 14:00:00","BZN|CZ","Without Sequence","76.16","",""
"13/01/2024 14:00:00 - 13/01/2024 15:00:00","BZN|CZ","Without Sequence","96.46","",""
"13/01/2024 15:00:00 - 13/01/2024 16:00:00","BZN|CZ","Without Sequence","115.00","",""
"13/01/2024 16:00:00 - 13/01/2024 17:00:00","BZN|CZ","Without Sequence","112.24","",""
"13/01/2024 17:00:00 - 13/01/2024 18:00:00","BZN|CZ","Without Sequence","106.04","",""
"13/01/2024 18:00:00 - 13/01/2024 19:00:00","BZN|CZ","Without Sequence","94.91","",""
"13/01/2024 19:00:00 - 13/01/2024 20:00:00","BZN|CZ","Without Sequence","92.38","",""
"13/01/2024 20:00:00 - 13/01/2024 21:00:00","BZN|CZ","Without Sequence","78.81","",""
"13/01/2024 21:00:00 - 13/01/2024 22:00:00","BZN|CZ","Without Sequence","73.49","",""
"13/01/2024 22:00:00 - 13/01/2024 23:00:00","BZN|CZ","Without Sequence","68.53","",""
"13/01/2024 23:00:00 - 14/01/2024 00:00:00","BZN|CZ","Without Sequence","67.13","",""
"14/01/2024 00:00:00 - 14/01/2024 01:00:00","BZN|CZ","Without Sequence","66.76","",""
"14/01/2024 01:00:00 - 14/01/2024 02:00:00","BZN|CZ","Without Sequence","65.12","",""
"14/01/2024 02:00:00 - 14/01/2024 03:00:00","BZN|CZ","Without Sequence","64.74","",""
"14/01/2024 03:00:00 - 14/01/2024 04:00:00","BZN|CZ","Without Sequence","65.24","",""
"14/01/2024 04:00:00 - 14/01/2024 05:00:00","BZN|CZ","Without Sequence","65.70","",""
"14/01/2024 05:00:00 - 14/01/2024 06:00:00","BZN|CZ","Without Sequence","66.54","",""
"14/01/2024 06:00:00 - 14/01/2024 07:00:00","BZN|CZ","Without Sequence","67.74","",""
"14/01/2024 07:00:00 - 14/01/2024 08:00:00","BZN|CZ","Without Sequence","72.15","",""
"14/01/2024 08:00:00 - 14/01/2024 09:00:00","BZN|CZ","Without Sequence","76.86","",""
"14/01/2024 09:00:00 - 14/01/2024 10:00:00","BZN|CZ","Without Sequence","81.75","",""
"14/01/2024 10:00:00 - 14/01/2024 11:00:00","BZN|CZ","Without Sequence","81.95","",""
"14/01/2024 11:00:00 - 14/01/2024 12:00:00","BZN|CZ","Without Sequence","83.17","",""
"14/01/2024 12:00:00 - 14/01/2024 13:00:00","BZN|CZ","Without Sequence","81.20","",""
"14/01/2024 13:00:00 - 14/01/2024 14:00:00","BZN|CZ","Without Sequence","77.04","",""
"14/01/2024 14:00:00 - 14/01/2024 15:00:00","BZN|CZ","Without Sequence","79.15","",""
"14/01/2024 15:00:00 - 14/01/2024 16:00:00","BZN|CZ","Without Sequence","82.32","",""
"14/01/2024 16:00:00 - 14/01/2024 17:00:00","BZN|CZ","Without Sequence","86.62","",""
"14/01/2024 17:00:00 - 14/01/2024 18:00:00","BZN|CZ","Without Sequence","91.86","",""
"14/01/2024 18:00:00 - 14/01/2024 19:00:00","BZN|CZ","Without Sequence","97.38","",""
"14/01/2024 19:00:00 - 14/01/2024 20:00:00","BZN|CZ","Without Sequence","89.37","",""
"14/01/2024 20:00:00 - 14/01/2024 21:00:00","BZN|CZ","Without Sequence","81.68","",""
"14/01/2024 21:00:00 - 14/01/2024 22:00:00","BZN|CZ","Without Sequence","78.62","",""
"14/01/2024 22:00:00 - 14/01/2024 23:00:00","BZN|CZ","Without Sequence","75.23","",""
"14/01/2024 23:00:00 - 15/01/2024 00:00:00","BZN|CZ","Without Sequence","67.08","",""
"15/01/2024 00:00:00 - 15/01/2024 01:00:00","BZN|CZ","Without Sequence","69.81","",""
"15/01/2024 01:00:00 - 15/01/2024 02:00:00","BZN|CZ","Without Sequence","66.37","",""
"15/01/2024 02:00:00 - 15/01/2024 03:00:00","BZN|CZ","Without Sequence","64.41","",""
"15/01/2024 03:00:00 - 15/01/2024 04:00:00","BZN|CZ","Without Sequence","62.04","",""
"15/01/2024 04:00:00 - 15/01/2024 05:00:00","BZN|CZ","Without Sequence","62.36","",""
"15/01/2024 05:00:00 - 15/01/2024 06:00:00","BZN|CZ","Without Sequence","69.59","",""
"15/01/2024 06:00:00 - 15/01/2024 07:00:00","BZN|CZ","Without Sequence","87.06","",""
"15/01/2024 07:00:00 - 15/01/2024 08:00:00","BZN|CZ","Without Sequence","102.00","",""
"15/01/2024 08:00:00 - 15/01/2024 09:00:00","BZN|CZ","Without Sequence","99.39","",""
"15/01/2024 09:00:00 - 15/01/2024 10:00:00","BZN|CZ","Without Sequence","100.25","",""
"15/01/2024 10:00:00 - 15/01/2024 11:00:00","BZN|CZ","Without Sequence","94.83","",""
"15/01/2024 11:00:00 - 15/01/2024 12:00:00","BZN|CZ","Without Sequence","90.27","",""
"15/01/2024 12:00:00 - 15/01/2024 13:00:00","BZN|CZ","Without Sequence","84.19","",""
"15/01/2024 13:00:00 - 15/01/2024 14:00:00","BZN|CZ","Without Sequence","83.42","",""
"15/01/2024 14:00:00 - 15/01/2024 15:00:00","BZN|CZ","Without Sequence","86.90","",""
"15/01/2024 15:00:00 - 15/01/2024 16:00:00","BZN|CZ","Without Sequence","93.45","",""
"15/01/2024 16:00:00 - 15/01/2024 17:00:00","BZN|CZ","Without Sequence","100.00","",""
"15/01/2024 17:00:00 - 15/01/2024 18:00:00","BZN|CZ","Without Sequence","105.62","",""
"15/01/2024 18:00:00 - 15/01/2024 19:00:00","BZN|CZ","Without Sequence","112.59","",""
"15/01/2024 19:00:00 - 15/01/2024 20:00:00","BZN|CZ","Without Sequence","110.75","",""
"15/01/2024 20:00:00 - 15/01/2024 21:00:00","BZN|CZ","Without Sequence","103.39","",""
"15/01/2024 21:00:00 - 15/01/2024 22:00:00","BZN|CZ","Without Sequence","93.32","",""
"15/01/2024 22:00:00 - 15/01/2024 23:00:00","BZN|CZ","Without Sequence","90.94","",""
"15/01/2024 23:00:00 - 16/01/2024 00:00:00","BZN|CZ","Without Sequence","87.48","",""
"16/01/2024 00:00:00 - 16/01/2024 01:00:00","BZN|CZ","Without Sequence","82.41","",""
"16/01/2024 01:00:00 - 16/01/2024 02:00:00","BZN|CZ","Without Sequence","81.49","",""
"16/01/2024 02:00:00 - 16/01/2024 03:00:00","BZN|CZ","Without Sequence","80.11","",""
"16/01/2024 03:00:00 - 16/01/2024 04:00:00","BZN|CZ","Without Sequence","78.28","",""
"16/01/2024 04:00:00 - 16/01/2024 05:00:00","BZN|CZ","Without Sequence","77.35","",""
"16/01/2024 05:00:00 - 16/01/2024 06:00:00","BZN|CZ","Without Sequence","82.47","",""
"16/01/2024 06:00:00 - 16/01/2024 07:00:00","BZN|CZ","Without Sequence","100.69","",""
"16/01/2024 07:00:00 - 16/01/2024 08:00:00","BZN|CZ","Without Sequence","119.65","",""
"16/01/2024 08:00:00 - 16/01/2024 09:00:00","BZN|CZ","Without Sequence","144.11","",""
"16/01/2024 09:00:00 - 16/01/2024 10:00:00","BZN|CZ","Without Sequence","138.60","",""
"16/01/2024 10:00:00 - 16/01/2024 11:00:00","BZN|CZ","Without Sequence","122.00","",""
"16/01/2024 11:00:00 - 16/01/2024 12:00:00","BZN|CZ","Without Sequence","110.00","",""
"16/01/2024 12:00:00 - 16/01/2024 13:00:00","BZN|CZ","Without Sequence","103.24","",""
"16/01/2024 13:00:00 - 16/01/2024 14:00:00","BZN|CZ","Without Sequence","102.29","",""
"16/01/2024 14:00:00 - 16/01/2024 15:00:00","BZN|CZ","Without Sequence","107.16","",""
"16/01/2024 15:00:00 - 16/01/2024 16:00:00","BZN|CZ","Without Sequence","120.41","",""
"16/01/2024 16:00:00 - 16/01/2024 17:00:00","BZN|CZ","Without Sequence","123.95","",""
"16/01/2024 17:00:00 - 16/01/2024 18:00:00","BZN|CZ","Without Sequence","135.23","",""
"16/01/2024 18:00:00 - 16/01/2024 19:00:00","BZN|CZ","Without Sequence","131.29","",""
"16/01/2024 19:00:00 - 16/01/2024 20:00:00","BZN|CZ","Without Sequence","119.78","",""
"16/01/2024 20:00:00 - 16/01/2024 21:00:00","BZN|CZ","Without Sequence","108.24","",""
"16/01/2024 21:00:00 - 16/01/2024 22:00:00","BZN|CZ","Without Sequence","96.28","",""
"16/01/2024 22:00:00 - 16/01/2024 23:00:00","BZN|CZ","Without Sequence","90.58","",""
"16/01/2024 23:00:00 - 17/01/2024 00:00:00","BZN|CZ","Without Sequence","83.30","",""
"17/01/2024 00:00:00 - 17/01/2024 01:00:00","BZN|CZ","Without Sequence","77.15","",""
"17/01/2024 01:00:00 - 17/01/2024 02:00:00","BZN|CZ","Without Sequence","74.53","",""
"17/01/2024 02:00:00 - 17/01/2024 03:00:00","BZN|CZ","Without Sequence","70.40","",""
"17/01/2024 03:00:00 - 17/01/2024 04:00:00","BZN|CZ","Without Sequence","69.47","",""
"17/01/2024 04:00:00 - 17/01/2024 05:00:00","BZN|CZ","Without Sequence","69.73","",""
"17/01/2024 05:00:00 - 17/01/2024 06:00:00","BZN|CZ","Without Sequence","77.35","",""
"17/01/2024 06:00:00 - 17/01/2024 07:00:00","BZN|CZ","Without Sequence","84.97","",""
"17/01/2024 07:00:00 - 17/01/2024 08:00:00","BZN|CZ","Without Sequence","94.67","",""
"17/01/2024 08:00:00 - 17/01/2024 09:00:00","BZN|CZ","Without Sequence","101.17","",""
"17/01/2024 09:00:00 - 17/01/2024 10:00:00","BZN|CZ","Without Sequence","106.07","",""
"17/01/2024 10:00:00 - 17/01/2024 11:00:00","BZN|CZ","Without Sequence","110.33","",""
"17/01/2024 11:00:00 - 17/01/2024 12:00:00","BZN|CZ","Without Sequence","111.10","",""
"17/01/2024 12:00:00 - 17/01/2024 13:00:00","BZN|CZ","Without Sequence","116.33","",""
"17/01/2024 13:00:00 - 17/01/2024 14:00:00","BZN|CZ","Without Sequence","119.65","",""
"17/01/2024 14:00:00 - 17/01/2024 15:00:00","BZN|CZ","Without Sequence","119.72","",""
"17/01/2024 15:00:00 - 17/01/2024 16:00:00","BZN|CZ","Without Sequence","122.00","",""
"17/01/2024 16:00:00 - 17/01/2024 17:00:00","BZN|CZ","Without Sequence","124.60","",""
"17/01/2024 17:00:00 - 17/01/2024 18:00:00","BZN|CZ","Without Sequence","135.47","",""
"17/01/2024 18:00:00 - 17/01/2024 19:00:00","BZN|CZ","Without Sequence","122.33","",""
"17/01/2024 19:00:00 - 17/01/2024 20:00:00","BZN|CZ","Without Sequence","114.20","",""
"17/01/2024 20:00:00 - 17/01/2024 21:00:00","BZN|CZ","Without Sequence","108.90","",""
"17/01/2024 21:00:00 - 17/01/2024 22:00:00","BZN|CZ","Without Sequence","100.55","",""
"17/01/2024 22:00:00 - 17/01/2024 23:00:00","BZN|CZ","Without Sequence","93.52","",""
"17/01/2024 23:00:00 - 18/01/2024 00:00:00","BZN|CZ","Without Sequence","83.86","",""
"18/01/2024 00:00:00 - 18/01/2024 01:00:00","BZN|CZ","Without Sequence","80.80","",""
"18/01/2024 01:00:00 - 18/01/2024 02:00:00","BZN|CZ","Without Sequence","77.12","",""
"18/01/2024 02:00:00 - 18/01/2024 03:00:00","BZN|CZ","Without Sequence","75.04","",""
"18/01/2024 03:00:00 - 18/01/2024 04:00:00","BZN|CZ","Without Sequence","74.58","",""
"18/01/2024 04:00:00 - 18/01/2024 05:00:00","BZN|CZ","Without Sequence","76.83","",""
"18/01/2024 05:00:00 - 18/01/2024 06:00:00","BZN|CZ","Without Sequence","81.15","",""
"18/01/2024 06:00:00 - 18/01/2024 07:00:00","BZN|CZ","Without Sequence","96.10","",""
"18/01/2024 07:00:00 - 18/01/2024 08:00:00","BZN|CZ","Without Sequence","112.13","",""
"18/01/2024 08:00:00 - 18/01/2024 09:00:00","BZN|CZ","Without Sequence","127.34","",""
"18/01/2024 09:00:00 - 18/01/2024 10:00:00","BZN|CZ","Without Sequence","122.77","",""
"18/01/2024 10:00:00 - 18/01/2024 11:00:00","BZN|CZ","Without Sequence","114.18","",""
"18/01/2024 11:00:00 - 18/01/2024 12:00:00","BZN|CZ","Without Sequence","110.45","",""
"18/01/2024 12:00:00 - 18/01/2024 13:00:00","BZN|CZ","Without Sequence","102.60","",""
"18/01/2024 13:00:00 - 18/01/2024 14:00:00","BZN|CZ","Without Sequence","95.31","",""
"18/01/2024 14:00:00 - 18/01/2024 15:00:00","BZN|CZ","Without Sequence","95.18","",""
"18/01/2024 15:00:00 - 18/01/2024 16:00:00","BZN|CZ","Without Sequence","100.50","",""
"18/01/2024 16:00:00 - 18/01/2024 17:00:00","BZN|CZ","Without Sequence","105.43","",""
"18/01/2024 17:00:00 - 18/01/2024 18:00:00","BZN|CZ","Without Sequence","109.23","",""
"18/01/2024 18:00:00 - 18/01/2024 19:00:00","BZN|CZ","Without Sequence","105.86","",""
"18/01/2024 19:00:00 - 18/01/2024 20:00:00","BZN|CZ","Without Sequence","100.37","",""
"18/01/2024 20:00:00 - 18/01/2024 21:00:00","BZN|CZ","Without Sequence","93.50","",""
"18/01/2024 21:00:00 - 18/01/2024 22:00:00","BZN|CZ","Without Sequence","83.79","",""
"18/01/2024 22:00:00 - 18/01/2024 23:00:00","BZN|CZ","Without Sequence","81.80","",""
"18/01/2024 23:00:00 - 19/01/2024 00:00:00","BZN|CZ","Without Sequence","73.61","",""
"19/01/2024 00:00:00 - 19/01/2024 01:00:00","BZN|CZ","Without Sequence","70.88","",""
"19/01/2024 01:00:00 - 19/01/2024 02:00:00","BZN|CZ","Without Sequence","67.20","",""
"19/01/2024 02:00:00 - 19/01/2024 03:00:00","BZN|CZ","Without Sequence","66.00","",""
"19/01/2024 03:00:00 - 19/01/2024 04:00:00","BZN|CZ","Without Sequence","62.76","",""
"19/01/2024 04:00:00 - 19/01/2024 05:00:00","BZN|CZ","Without Sequence","63.32","",""
"19/01/2024 05:00:00 - 19/01/2024 06:00:00","BZN|CZ","Without Sequence","67.52","",""
"19/01/2024 06:00:00 - 19/01/2024 07:00:00","BZN|CZ","Without Sequence","78.12","",""
"19/01/2024 07:00:00 - 19/01/2024 08:00:00","BZN|CZ","Without Sequence","89.92","",""
"19/01/2024 08:00:00 - 19/01/2024 09:00:00","BZN|CZ","Without Sequence","104.27","",""
"19/01/2024 09:00:00 - 19/01/2024 10:00:00","BZN|CZ","Without Sequence","103.32","",""
"19/01/2024 10:00:00 - 19/01/2024 11:00:00","BZN|CZ","Without Sequence","95.94","",""
"19/01/2024 11:00:00 - 19/01/2024 12:00:00","BZN|CZ","Without Sequence","86.60","",""
"19/01/2024 12:00:00 - 19/01/2024 13:00:00","BZN|CZ","Without Sequence","77.62","",""
"19/01/2024 13:00:00 - 19/01/2024 14:00:00","BZN|CZ","Without Sequence","73.72","",""
"19/01/2024 14:00:00 - 19/01/2024 15:00:00","BZN|CZ","Without Sequence","75.56","",""
"19/01/2024 15:00:00 - 19/01/2024 16:00:00","BZN|CZ","Without Sequence","84.93","",""
"19/01/2024 16:00:00 - 19/01/2024 17:00:00","BZN|CZ","Without Sequence","91.21","",""
"19/01/2024 17:00:00 - 19/01/2024 18:00:00","BZN|CZ","Without Sequence","98.08","",""
"19/01/2024 18:00:00 - 19/01/2024 19:00:00","BZN|CZ","Without Sequence","96.24","",""
"19/01/2024 19:00:00 - 19/01/2024 20:00:00","BZN|CZ","Without Sequence","90.34","",""
"19/01/2024 20:00:00 - 19/01/2024 21:00:00","BZN|CZ","Without Sequence","81.63","",""
"19/01/2024 21:00:00 - 19/01/2024 22:00:00","BZN|CZ","Without Sequence","73.24","",""
"19/01/2024 22:00:00 - 19/01/2024 23:00:00","BZN|CZ","Without Sequence","73.94","",""
"19/01/2024 23:00:00 - 20/01/2024 00:00:00","BZN|CZ","Without Sequence","66.67","",""
"20/01/2024 00:00:00 - 20/01/2024 01:00:00","BZN|CZ","Without Sequence","68.33","",""
"20/01/2024 01:00:00 - 20/01/2024 02:00:00","BZN|CZ","Without Sequence","64.06","",""
"20/01/2024 02:00:00 - 20/01/2024 03:00:00","BZN|CZ","Without Sequence","64.79","",""
"20/01/2024 03:00:00 - 20/01/2024 04:00:00","BZN|CZ","Without Sequence","62.44","",""
"20/01/2024 04:00:00 - 20/01/2024 05:00:00","BZN|CZ","Without Sequence","62.12","",""
"20/01/2024 05:00:00 - 20/01/2024 06:00:00","BZN|CZ","Without Sequence","62.39","",""
"20/01/2024 06:00:00 - 20/01/2024 07:00:00","BZN|CZ","Without Sequence","63.99","",""
"20/01/2024 07:00:00 - 20/01/2024 08:00:00","BZN|CZ","Without Sequence","68.59","",""
"20/01/2024 08:00:00 - 20/01/2024 09:00:00","BZN|CZ","Without Sequence","76.63","",""
"20/01/2024 09:00:00 - 20/01/2024 10:00:00","BZN|CZ","Without Sequence","79.94","",""
"20/01/2024 10:00:00 - 20/01/2024 11:00:00","BZN|CZ","Without Sequence","73.95","",""
"20/01/2024 11:00:00 - 20/01/2024 12:00:00","BZN|CZ","Without Sequence","71.92","",""
"20/01/2024 12:00:00 - 20/01/2024 13:00:00","BZN|CZ","Without Sequence","69.09","",""
"20/01/2024 13:00:00 - 20/01/2024 14:00:00","BZN|CZ","Without Sequence","68.97","",""
"20/01/2024 14:00:00 - 20/01/2024 15:00:00","BZN|CZ","Without Sequence","73.39","",""
"20/01/2024 15:00:00 - 20/01/2024 16:00:00","BZN|CZ","Without Sequence","79.02","",""
"20/01/2024 16:00:00 - 20/01/2024 17:00:00","BZN|CZ","Without Sequence","85.88","",""
"20/01/2024 17:00:00 - 20/01/2024 18:00:00","BZN|CZ","Without Sequence","93.36","",""
"20/01/2024 18:00:00 - 20/01/2024 19:00:00","BZN|CZ","Without Sequence","99.07","",""
"20/01/2024 19:00:00 - 20/01/2024 20:00:00","BZN|CZ","Without Sequence","92.56","",""
"20/01/2024 20:00:00 - 20/01/2024 21:00:00","BZN|CZ","Without Sequence","86.14","",""
"20/01/2024 21:00:00 - 20/01/2024 22:00:00","BZN|CZ","Without Sequence","76.15","",""
"20/01/2024 22:00:00 - 20/01/2024 23:00:00","BZN|CZ","Without Sequence","75.25","",""
"20/01/2024 23:00:00 - 21/01/2024 00:00:00","BZN|CZ","Without Sequence","69.13","",""
"21/01/2024 00:00:00 - 21/01/2024 01:00:00","BZN|CZ","Without Sequence","68.49","",""
"21/01/2024 01:00:00 - 21/01/2024 02:00:00","BZN|CZ","Without Sequence","57.80","",""
"21/01/2024 02:00:00 - 21/01/2024 03:00:00","BZN|CZ","Without Sequence","55.15","",""
"21/01/2024 03:00:00 - 21/01/2024 04:00:00","BZN|CZ","Without Sequence","50.89","",""
"21/01/2024 04:00:00 - 21/01/2024 05:00:00","BZN|CZ","Without Sequence","51.55","",""
"21/01/2024 05:00:00 - 21/01/2024 06:00:00","BZN|CZ","Without Sequence","55.47","",""
"21/01/2024 06:00:00 - 21/01/2024 07:00:00","BZN|CZ","Without Sequence","54.78","",""
"21/01/2024 07:00:00 - 21/01/2024 08:00:00","BZN|CZ","Without Sequence","75.06","",""
"21/01/2024 08:00:00 - 21/01/2024 09:00:00","BZN|CZ","Without Sequence","74.72","",""
"21/01/2024 09:00:00 - 21/01/2024 10:00:00","BZN|CZ","Without Sequence","61.94","",""
"21/01/2024 10:00:00 - 21/01/2024 11:00:00","BZN|CZ","Without Sequence","58.81","",""
"21/01/2024 11:00:00 - 21/01/2024 12:00:00","BZN|CZ","Without Sequence","54.25","",""
"21/01/2024 12:00:00 - 21/01/2024 13:00:00","BZN|CZ","Without Sequence","46.95","",""
"21/01/2024 13:00:00 - 21/01/2024 14:00:00","BZN|CZ","Without Sequence","52.77","",""
"21/01/2024 14:00:00 - 21/01/2024 15:00:00","BZN|CZ","Without Sequence","61.50","",""
"21/01/2024 15:00:00 - 21/01/2024 16:00:00","BZN|CZ","Without Sequence","77.38","",""
"21/01/2024 16:00:00 - 21/01/2024 17:00:00","BZN|CZ","Without Sequence","108.78","",""
"21/01/2024 17:00:00 - 21/01/2024 18:00:00","BZN|CZ","Without Sequence","109.21","",""
"21/01/2024 18:00:00 - 21/01/2024 19:00:00","BZN|CZ","Without Sequence","107.68","",""
"21/01/2024 19:00:00 - 21/01/2024 20:00:00","BZN|CZ","Without Sequence","100.00","",""
"21/01/2024 20:00:00 - 21/01/2024 21:00:00","BZN|CZ","Without Sequence","100.31","",""
"21/01/2024 21:00:00 - 21/01/2024 22:00:00","BZN|CZ","Without Sequence","76.86","",""
"21/01/2024 22:00:00 - 21/01/2024 23:00:00","BZN|CZ","Without Sequence","73.65","",""
"21/01/2024 23:00:00 - 22/01/2024 00:00:00","BZN|CZ","Without Sequence","74.07","",""
"22/01/2024 00:00:00 - 22/01/2024 01:00:00","BZN|CZ","Without Sequence","59.63","",""
"22/01/2024 01:00:00 - 22/01/2024 02:00:00","BZN|CZ","Without Sequence","62.24","",""
"22/01/2024 02:00:00 - 22/01/2024 03:00:00","BZN|CZ","Without Sequence","57.95","",""
"22/01/2024 03:00:00 - 22/01/2024 04:00:00","BZN|CZ","Without Sequence","59.38","",""
"22/01/2024 04:00:00 - 22/01/2024 05:00:00","BZN|CZ","Without Sequence","66.51","",""
"22/01/2024 05:00:00 - 22/01/2024 06:00:00","BZN|CZ","Without Sequence","80.00","",""
"22/01/2024 06:00:00 - 22/01/2024 07:00:00","BZN|CZ","Without Sequence","119.86","",""
"22/01/2024 07:00:00 - 22/01/2024 08:00:00","BZN|CZ","Without Sequence","140.98","",""
"22/01/2024 08:00:00 - 22/01/2024 09:00:00","BZN|CZ","Without Sequence","102.40","",""
"22/01/2024 09:00:00 - 22/01/2024 10:00:00","BZN|CZ","Without Sequence","101.04","",""
"22/01/2024 10:00:00 - 22/01/2024 11:00:00","BZN|CZ","Without Sequence","81.95","",""
"22/01/2024 11:00:00 - 22/01/2024 12:00:00","BZN|CZ","Without Sequence","79.63","",""
"22/01/2024 12:00:00 - 22/01/2024 13:00:00","BZN|CZ","Without Sequence","61.90","",""
"22/01/2024 13:00:00 - 22/01/2024 14:00:00","BZN|CZ","Without Sequence","81.94","",""
"22/01/2024 14:00:00 - 22/01/2024 15:00:00","BZN|CZ","Without Sequence","95.96","",""
"22/01/2024 15:00:00 - 22/01/2024 16:00:00","BZN|CZ","Without Sequence","95.81","",""
"22/01/2024 16:00:00 - 22/01/2024 17:00:00","BZN|CZ","Without Sequence","90.00","",""
"22/01/2024 17:00:00 - 22/01/2024 18:00:00","BZN|CZ","Without Sequence","91.62","",""
